userId,problemId,score
user50,238,2
user50,455,1
user50,246,4
user50,97,3
user50,14,1
user50,3,0
user50,70,1
user50,221,3
user50,462,2
user50,319,2
user50,278,2
user50,345,2
user50,46,1
user50,347,3
user50,294,2
user50,373,1
user50,110,1
user50,471,3
user50,22,3
user50,209,2
user50,78,2
user50,115,2
user50,326,1
user50,237,2
user50,334,2
user50,143,2
user50,150,1
user50,361,2
user50,302,2
user50,459,2
user50,358,2
user50,5,2
user50,366,2
user50,7,3
user50,374,2
user50,33,2
user50,430,3
user50,131,3
user51,207,1
user51,214,0
user51,233,1
user51,270,1
user51,331,2
user51,422,2
user51,69,0
user51,238,3
user51,455,2
user51,246,1
user51,97,2
user51,14,2
user51,3,1
user51,70,3
user51,221,1
user51,462,2
user51,319,2
user51,278,1
user51,345,2
user51,46,4
user51,347,1
user51,294,1
user51,373,0
user51,110,3
user51,471,2
user51,22,1
user51,209,3
user51,78,4
user51,115,1
user51,326,1
user51,237,3
user51,334,3
user51,143,2
user51,150,1
user51,361,3
user51,302,0
user51,459,2
user51,358,2
user51,5,2
user51,366,2
user51,7,2
user51,374,1
user51,33,3
user51,430,4
user51,131,0
user51,102,2
user51,349,2
user51,398,2
user51,255,4
user51,406,1
user51,377,4
user51,174,3
user51,283,3
user51,230,2
user51,21,3
user51,142,2
user51,119,3
user51,438,1
user51,145,2
user51,206,2
user51,147,3
user51,454,1
user51,173,2
user51,270,4
user51,271,1
user52,207,1
user52,214,3
user52,233,3
user52,270,3
user52,331,1
user52,422,3
user52,69,2
user52,238,1
user52,455,2
user52,246,2
user52,97,0
user52,14,2
user52,3,2
user53,207,2
user53,214,1
user53,233,1
user53,270,4
user53,331,2
user53,422,2
user53,69,2
user53,238,3
user53,455,3
user53,246,2
user53,97,1
user53,14,1
user53,3,3
user53,70,3
user53,221,1
user53,462,3
user53,319,3
user53,278,2
user53,345,1
user53,46,1
user53,347,1
user53,294,1
user53,373,3
user53,110,3
user53,471,3
user53,22,1
user53,209,2
user53,78,2
user53,115,3
user53,326,2
user53,237,2
user53,334,1
user53,143,3
user53,150,2
user53,361,1
user53,302,3
user53,459,1
user53,358,1
user53,5,3
user53,366,4
user53,7,0
user53,374,0
user53,33,3
user53,430,2
user53,131,3
user53,102,2
user53,349,2
user53,398,2
user54,207,1
user54,214,2
user54,233,3
user54,270,2
user54,331,3
user54,422,1
user54,69,3
user54,238,2
user54,455,2
user54,246,4
user54,97,3
user54,14,2
user54,3,1
user54,70,2
user54,221,3
user54,462,0
user54,319,0
user54,278,3
user54,345,1
user54,46,1
user54,347,4
user54,294,1
user54,373,1
user54,110,0
user54,471,2
user54,22,2
user54,209,1
user54,78,0
user54,115,1
user54,326,2
user54,237,2
user54,334,0
user54,143,4
user54,150,3
user54,361,3
user54,302,1
user54,459,1
user54,358,2
user54,5,2
user54,366,3
user54,7,1
user54,374,0
user54,33,2
user54,430,3
user54,131,3
user54,102,1
user54,349,1
user54,398,2
user54,255,2
user54,406,2
user54,377,2
user54,174,3
user54,283,3
user54,230,0
user54,21,3
user54,142,3
user54,119,1
user54,438,2
user54,145,1
user54,206,2
user54,147,2
user54,454,1
user54,173,2
user54,270,3
user54,271,2
user54,182,2
user54,9,3
user54,238,2
user54,395,1
user54,6,3
user54,37,2
user54,14,3
user54,423,3
user54,310,3
user54,161,1
user54,462,2
user55,207,3
user55,214,3
user55,233,2
user55,270,3
user55,331,1
user55,422,1
user55,69,2
user55,238,2
user55,455,0
user55,246,1
user55,97,3
user55,14,1
user55,3,2
user55,70,2
user55,221,0
user55,462,3
user55,319,1
user55,278,2
user55,345,3
user55,46,1
user55,347,3
user55,294,3
user55,373,2
user55,110,2
user55,471,3
user55,22,2
user55,209,2
user55,78,1
user55,115,3
user55,326,3
user55,237,2
user55,334,4
user55,143,3
user55,150,1
user55,361,0
user55,302,3
user55,459,2
user55,358,3
user55,5,1
user55,366,1
user55,7,3
user55,374,3
user55,33,4
user55,430,2
user55,131,1
user55,102,2
user55,349,1
user55,398,0
user55,255,4
user55,406,4
user55,377,3
user55,174,2
user55,283,3
user55,230,3
user55,21,2
user55,142,1
user55,119,3
user55,438,2
user55,145,2
user55,206,1
user55,147,1
user55,454,2
user55,173,3
user55,270,3
user55,271,3
user55,182,0
user55,9,2
user55,238,2
user55,395,3
user56,207,1
user56,214,2
user56,233,2
user56,270,2
user56,331,2
user56,422,1
user56,69,1
user56,238,2
user56,455,2
user56,246,2
user56,97,3
user56,14,1
user56,3,2
user56,70,2
user56,221,4
user56,462,2
user56,319,3
user56,278,3
user56,345,1
user56,46,2
user56,347,2
user56,294,1
user56,373,2
user56,110,1
user56,471,3
user56,22,2
user56,209,3
user56,78,2
user56,115,0
user56,326,2
user56,237,3
user56,334,4
user56,143,2
user56,150,3
user56,361,1
user56,302,2
user56,459,1
user56,358,3
user56,5,0
user56,366,1
user56,7,2
user56,374,3
user56,33,2
user56,430,3
user56,131,2
user56,102,1
user56,349,3
user56,398,3
user56,255,1
user56,406,1
user56,377,3
user56,174,2
user56,283,1
user56,230,2
user56,21,1
user56,142,0
user56,119,1
user56,438,2
user56,145,3
user56,206,2
user56,147,3
user56,454,1
user56,173,4
user56,270,1
user56,271,2
user56,182,3
user56,9,3
user56,238,3
user56,395,2
user56,6,2
user56,37,2
user56,14,2
user56,423,3
user56,310,1
user56,161,1
user56,462,1
user56,259,3
user56,38,3
user56,285,1
user56,46,0
user56,287,2
user56,54,1
user56,313,0
user56,110,2
user56,411,1
user56,262,3
user56,149,1
user56,78,4
user56,55,1
user56,86,3
user56,177,2
user56,334,2
user56,83,2
user56,390,1
user56,301,3
user56,302,2
user56,399,2
user56,118,2
user56,425,2
user56,366,2
user56,427,2
user56,134,0
user56,453,1
user56,430,3
user56,71,2
user56,342,3
user57,207,2
user57,214,1
user57,233,1
user57,270,2
user57,331,3
user57,422,3
user57,69,4
user57,238,2
user57,455,0
user57,246,2
user57,97,2
user57,14,2
user57,3,3
user57,70,2
user57,221,1
user57,462,3
user57,319,2
user57,278,1
user57,345,2
user57,46,2
user57,347,1
user57,294,1
user57,373,3
user57,110,1
user57,471,2
user57,22,3
user57,209,4
user57,78,3
user57,115,1
user57,326,2
user57,237,1
user57,334,1
user57,143,2
user57,150,4
user57,361,2
user57,302,2
user57,459,1
user57,358,2
user57,5,1
user57,366,4
user57,7,1
user57,374,2
user57,33,1
user57,430,1
user57,131,1
user57,102,2
user57,349,2
user57,398,3
user57,255,1
user57,406,1
user57,377,0
user57,174,1
user57,283,2
user57,230,3
user57,21,3
user57,142,3
user57,119,2
user57,438,1
user57,145,2
user57,206,1
user57,147,1
user57,454,1
user57,173,2
user57,270,1
user57,271,4
user57,182,2
user57,9,3
user57,238,0
user57,395,4
user57,6,2
user57,37,1
user57,14,2
user57,423,1
user57,310,2
user57,161,1
user57,462,2
user57,259,1
user57,38,0
user57,285,3
user57,46,1
user57,287,1
user57,54,1
user57,313,2
user57,110,3
user57,411,3
user57,262,2
user57,149,3
user57,78,3
user57,55,2
user57,86,2
user57,177,2
user57,334,1
user57,83,2
user57,390,3
user57,301,0
user57,302,0
user57,399,3
user57,118,2
user57,425,3
user57,366,4
user57,427,1
user57,134,3
user57,453,2
user57,430,2
user57,71,4
user57,342,1
user57,289,2
user57,398,1
user58,207,3
user58,214,4
user58,233,1
user58,270,2
user58,331,3
user58,422,2
user58,69,2
user58,238,0
user58,455,0
user58,246,2
user58,97,3
user58,14,3
user58,3,0
user58,70,2
user58,221,2
user58,462,2
user58,319,2
user58,278,1
user58,345,2
user58,46,2
user58,347,1
user58,294,3
user58,373,2
user58,110,2
user58,471,2
user58,22,1
user58,209,2
user58,78,2
user58,115,1
user58,326,2
user58,237,3
user58,334,3
user58,143,2
user58,150,4
user58,361,4
user58,302,1
user58,459,2
user58,358,1
user58,5,2
user58,366,3
user58,7,3
user58,374,4
user58,33,2
user58,430,3
user58,131,3
user58,102,1
user58,349,3
user58,398,2
user58,255,3
user58,406,3
user58,377,3
user58,174,1
user58,283,2
user58,230,2
user58,21,3
user58,142,1
user58,119,2
user58,438,2
user58,145,4
user58,206,2
user58,147,3
user58,454,2
user58,173,3
user58,270,1
user58,271,2
user58,182,1
user58,9,2
user58,238,1
user58,395,4
user58,6,2
user58,37,2
user58,14,1
user58,423,2
user58,310,0
user58,161,2
user58,462,1
user58,259,1
user58,38,2
user58,285,1
user58,46,2
user58,287,4
user58,54,3
user58,313,2
user58,110,2
user58,411,0
user58,262,3
user58,149,1
user58,78,2
user58,55,3
user58,86,2
user58,177,2
user58,334,1
user58,83,4
user58,390,1
user58,301,3
user58,302,0
user58,399,2
user58,118,0
user58,425,3
user58,366,2
user58,427,3
user58,134,3
user58,453,0
user58,430,2
user58,71,3
user58,342,2
user58,289,3
user58,398,2
user58,195,1
user58,166,2
user58,317,2
user59,207,1
user59,214,2
user59,233,3
user59,270,3
user59,331,0
user59,422,2
user59,69,3
user59,238,3
user59,455,3
user59,246,2
user59,97,1
user59,14,1
user59,3,1
user59,70,2
user59,221,2
user59,462,2
user59,319,2
user59,278,3
user59,345,3
user59,46,1
user59,347,2
user59,294,1
user59,373,1
user59,110,1
user59,471,1
user59,22,3
user59,209,3
user59,78,0
user59,115,2
user59,326,3
user59,237,4
user59,334,1
user59,143,3
user59,150,3
user59,361,2
user59,302,0
user59,459,4
user59,358,1
user59,5,3
user59,366,2
user59,7,3
user59,374,1
user59,33,3
user59,430,1
user59,131,1
user59,102,1
user59,349,1
user59,398,3
user59,255,4
user59,406,0
user59,377,3
user59,174,2
user59,283,1
user59,230,3
user59,21,4
user59,142,2
user59,119,1
user59,438,2
user59,145,3
user59,206,3
user59,147,2
user59,454,3
user59,173,2
user59,270,2
user59,271,1
user59,182,2
user59,9,2
user59,238,1
user59,395,3
user59,6,1
user59,37,2
user59,14,4
user59,423,0
user59,310,2
user59,161,1
user59,462,2
user59,259,1
user59,38,1
user59,285,2
user59,46,1
user59,287,3
user59,54,1
user59,313,2
user59,110,0
user59,411,2
user59,262,1
user59,149,1
user59,78,2
user59,55,3
user59,86,2
user59,177,1
user60,207,1
user60,214,1
user60,233,2
user60,270,2
user60,331,4
user60,422,1
user60,69,3
user60,238,1
user60,455,1
user60,246,3
user60,97,1
user60,14,1
user60,3,3
user60,70,2
user60,221,2
user60,462,2
user60,319,1
user60,278,3
user60,345,3
user60,46,1
user60,347,3
user60,294,2
user60,373,1
user60,110,1
user60,471,3
user60,22,1
user60,209,3
user60,78,2
user60,115,3
user60,326,3
user60,237,4
user60,334,3
user60,143,2
user60,150,3
user60,361,4
user60,302,3
user60,459,4
user60,358,3
user60,5,3
user60,366,1
user60,7,3
user60,374,2
user60,33,3
user60,430,3
user60,131,1
user60,102,4
user60,349,3
user60,398,2
user60,255,3
user60,406,4
user60,377,1
user60,174,2
user60,283,2
user60,230,2
user60,21,1
user60,142,1
user60,119,2
user60,438,1
user60,145,4
user60,206,2
user60,147,2
user60,454,3
user60,173,2
user60,270,2
user60,271,2
user60,182,0
user60,9,2
user60,238,3
user60,395,2
user60,6,2
user60,37,0
user60,14,2
user60,423,2
user60,310,3
user60,161,2
user60,462,2
user60,259,2
user60,38,0
user60,285,2
user60,46,3
user60,287,3
user60,54,2
user60,313,2
user60,110,2
user60,411,2
user60,262,3
user60,149,1
user60,78,2
user60,55,3
user60,86,1
user60,177,2
user60,334,4
user60,83,1
user60,390,1
user60,301,3
user60,302,1
user60,399,1
user60,118,0
user60,425,2
user60,366,2
user60,427,2
user60,134,1
user60,453,1
user60,430,2
user60,71,2
user60,342,4
user60,289,3
user60,398,3
user60,195,1
user60,166,3
user60,317,0
user60,174,1
user60,223,4
user60,470,1
user60,441,4
user60,142,1
user60,59,1
user60,198,3
user60,85,3
user60,206,0
user60,87,3
user60,214,3
user60,113,2
user60,270,1
user60,211,3
user60,422,1
user60,429,3
user60,238,1
user61,207,1
user61,214,3
user61,233,3
user61,270,2
user61,331,3
user61,422,0
user61,69,2
user61,238,0
user61,455,4
user61,246,2
user61,97,0
user61,14,3
user61,3,0
user61,70,2
user61,221,3
user61,462,1
user61,319,2
user61,278,3
user61,345,2
user61,46,3
user61,347,4
user61,294,2
user61,373,2
user61,110,2
user61,471,2
user61,22,2
user61,209,3
user61,78,0
user61,115,4
user61,326,0
user61,237,4
user61,334,4
user61,143,1
user61,150,1
user61,361,1
user61,302,1
user61,459,1
user61,358,2
user61,5,1
user61,366,2
user61,7,2
user61,374,3
user61,33,1
user61,430,2
user61,131,2
user61,102,4
user61,349,2
user61,398,2
user61,255,2
user61,406,1
user61,377,3
user61,174,2
user61,283,1
user61,230,2
user61,21,3
user61,142,0
user61,119,3
user61,438,2
user61,145,2
user61,206,1
user61,147,4
user61,454,1
user61,173,2
user61,270,0
user61,271,3
user61,182,1
user61,9,1
user61,238,3
user61,395,2
user61,6,1
user61,37,0
user61,14,2
user61,423,1
user61,310,2
user61,161,3
user61,462,3
user61,259,1
user61,38,1
user61,285,2
user61,46,3
user61,287,2
user61,54,2
user61,313,3
user61,110,1
user61,411,3
user61,262,2
user61,149,3
user61,78,3
user61,55,2
user61,86,2
user61,177,2
user61,334,4
user61,83,4
user61,390,1
user61,301,2
user61,302,1
user61,399,3
user61,118,2
user61,425,1
user61,366,2
user61,427,1
user61,134,3
user61,453,1
user61,430,0
user61,71,3
user61,342,1
user61,289,1
user61,398,3
user61,195,3
user61,166,3
user61,317,3
user61,174,0
user61,223,1
user61,470,1
user61,441,2
user61,142,1
user61,59,3
user61,198,2
user61,85,2
user61,206,1
user61,87,0
user61,214,2
user61,113,2
user61,270,2
user61,211,4
user61,422,3
user61,429,2
user61,238,3
user61,335,2
user61,246,1
user61,457,1
user62,207,3
user62,214,2
user62,233,3
user62,270,1
user62,331,2
user62,422,1
user62,69,2
user62,238,4
user62,455,2
user62,246,3
user62,97,2
user62,14,1
user62,3,2
user62,70,3
user62,221,2
user62,462,2
user62,319,3
user62,278,3
user62,345,1
user62,46,0
user62,347,2
user62,294,2
user62,373,2
user62,110,2
user62,471,4
user62,22,2
user62,209,1
user62,78,1
user62,115,2
user62,326,3
user62,237,1
user62,334,3
user62,143,2
user62,150,2
user62,361,4
user62,302,1
user62,459,1
user62,358,2
user63,207,3
user63,214,1
user63,233,1
user63,270,2
user63,331,1
user63,422,2
user63,69,3
user63,238,1
user63,455,3
user63,246,1
user63,97,3
user63,14,2
user63,3,4
user63,70,2
user63,221,3
user63,462,4
user63,319,3
user63,278,2
user63,345,3
user63,46,1
user63,347,2
user63,294,2
user63,373,3
user63,110,0
user63,471,3
user63,22,4
user63,209,2
user63,78,3
user63,115,3
user63,326,1
user63,237,2
user63,334,3
user63,143,2
user63,150,1
user63,361,0
user63,302,2
user63,459,2
user63,358,1
user63,5,1
user63,366,1
user63,7,2
user63,374,3
user63,33,1
user63,430,2
user63,131,1
user63,102,3
user63,349,2
user63,398,3
user63,255,2
user63,406,2
user63,377,3
user63,174,2
user63,283,3
user63,230,2
user63,21,1
user63,142,1
user63,119,2
user63,438,3
user63,145,0
user63,206,3
user63,147,2
user63,454,3
user63,173,2
user63,270,2
user63,271,3
user63,182,1
user63,9,1
user63,238,1
user63,395,3
user63,6,2
user63,37,2
user63,14,4
user63,423,1
user63,310,2
user63,161,4
user63,462,3
user63,259,1
user63,38,1
user63,285,1
user63,46,3
user63,287,3
user63,54,3
user63,313,2
user63,110,1
user63,411,2
user63,262,3
user63,149,2
user63,78,4
user63,55,1
user63,86,1
user63,177,2
user63,334,3
user63,83,3
user63,390,3
user63,301,1
user63,302,1
user63,399,3
user63,118,3
user63,425,2
user64,207,4
user64,214,3
user64,233,2
user64,270,3
user64,331,1
user65,207,2
user65,214,1
user65,233,3
user65,270,3
user65,331,1
user65,422,1
user65,69,2
user65,238,4
user65,455,2
user65,246,2
user65,97,2
user65,14,3
user65,3,1
user65,70,3
user65,221,4
user65,462,2
user65,319,3
user65,278,1
user65,345,3
user65,46,3
user65,347,2
user65,294,1
user65,373,0
user65,110,0
user65,471,0
user65,22,2
user65,209,2
user65,78,3
user65,115,3
user65,326,3
user65,237,3
user65,334,1
user65,143,3
user65,150,3
user65,361,1
user65,302,2
user65,459,0
user65,358,3
user65,5,3
user65,366,3
user65,7,2
user65,374,2
user65,33,2
user65,430,2
user65,131,2
user65,102,3
user65,349,2
user65,398,2
user65,255,2
user65,406,3
user65,377,2
user65,174,2
user65,283,3
user65,230,2
user65,21,1
user65,142,2
user65,119,3
user65,438,3
user65,145,2
user65,206,3
user65,147,1
user65,454,3
user65,173,1
user65,270,2
user65,271,2
user65,182,3
user65,9,1
user65,238,1
user65,395,4
user65,6,2
user65,37,2
user65,14,3
user65,423,1
user65,310,1
user65,161,1
user65,462,2
user65,259,3
user65,38,3
user65,285,2
user65,46,3
user65,287,1
user65,54,4
user65,313,2
user65,110,1
user65,411,2
user65,262,2
user65,149,1
user65,78,0
user65,55,3
user65,86,2
user65,177,2
user65,334,3
user65,83,4
user65,390,3
user65,301,2
user65,302,3
user65,399,1
user66,207,3
user66,214,3
user66,233,2
user66,270,2
user66,331,3
user66,422,3
user66,69,2
user66,238,0
user66,455,2
user66,246,4
user66,97,2
user66,14,2
user66,3,1
user66,70,0
user66,221,2
user66,462,1
user66,319,3
user66,278,3
user66,345,1
user66,46,1
user66,347,2
user66,294,3
user66,373,2
user66,110,1
user66,471,3
user66,22,1
user66,209,3
user66,78,3
user66,115,1
user66,326,2
user66,237,1
user66,334,1
user66,143,2
user66,150,2
user66,361,3
user66,302,1
user66,459,2
user66,358,2
user66,5,2
user66,366,0
user66,7,3
user66,374,3
user66,33,2
user66,430,3
user66,131,3
user66,102,2
user66,349,1
user66,398,3
user66,255,2
user66,406,2
user66,377,2
user66,174,3
user66,283,1
user66,230,4
user66,21,2
user66,142,2
user66,119,2
user66,438,2
user66,145,2
user66,206,1
user66,147,0
user66,454,2
user66,173,1
user66,270,2
user66,271,3
user66,182,2
user66,9,1
user66,238,2
user66,395,2
user66,6,1
user66,37,2
user66,14,1
user66,423,3
user66,310,2
user66,161,2
user66,462,3
user66,259,1
user66,38,1
user66,285,3
user66,46,1
user66,287,4
user66,54,2
user66,313,2
user66,110,1
user66,411,2
user66,262,3
user66,149,3
user66,78,0
user66,55,0
user66,86,1
user66,177,3
user66,334,4
user66,83,2
user66,390,0
user66,301,2
user66,302,3
user66,399,1
user66,118,2
user66,425,2
user66,366,3
user66,427,3
user66,134,1
user66,453,2
user66,430,0
user66,71,3
user66,342,1
user66,289,3
user67,207,3
user67,214,2
user67,233,2
user67,270,2
user67,331,1
user67,422,3
user67,69,4
user67,238,3
user67,455,2
user67,246,2
user67,97,2
user68,207,1
user68,214,2
user68,233,3
user68,270,1
user68,331,2
user68,422,3
user68,69,0
user68,238,2
user68,455,2
user68,246,2
user68,97,2
user68,14,3
user68,3,2
user68,70,1
user68,221,1
user68,462,2
user68,319,3
user68,278,2
user68,345,0
user68,46,2
user68,347,2
user68,294,1
user68,373,2
user68,110,2
user68,471,1
user68,22,2
user68,209,2
user68,78,4
user68,115,3
user68,326,2
user68,237,2
user68,334,4
user68,143,2
user68,150,2
user68,361,1
user68,302,2
user68,459,1
user68,358,2
user68,5,2
user68,366,2
user68,7,1
user68,374,3
user68,33,2
user68,430,1
user68,131,0
user68,102,0
user68,349,1
user68,398,3
user68,255,3
user68,406,2
user68,377,1
user68,174,3
user68,283,3
user68,230,2
user68,21,2
user68,142,2
user68,119,1
user68,438,2
user68,145,2
user68,206,1
user68,147,3
user68,454,0
user68,173,2
user68,270,1
user68,271,2
user68,182,2
user68,9,3
user68,238,2
user68,395,3
user68,6,3
user68,37,3
user68,14,2
user68,423,2
user68,310,2
user68,161,2
user68,462,3
user68,259,3
user68,38,3
user68,285,3
user68,46,3
user68,287,3
user68,54,3
user68,313,2
user68,110,2
user68,411,1
user68,262,2
user68,149,1
user68,78,3
user68,55,2
user68,86,2
user68,177,2
user68,334,2
user68,83,1
user68,390,1
user68,301,1
user68,302,3
user68,399,2
user68,118,2
user68,425,0
user68,366,2
user68,427,4
user68,134,0
user68,453,3
user68,430,1
user68,71,1
user68,342,1
user68,289,3
user69,207,1
user69,214,2
user70,207,1
user70,214,2
user70,233,2
user70,270,2
user70,331,2
user70,422,3
user70,69,0
user70,238,2
user70,455,3
user70,246,2
user70,97,2
user70,14,0
user70,3,1
user70,70,3
user70,221,3
user70,462,1
user70,319,2
user70,278,3
user70,345,3
user70,46,1
user70,347,2
user70,294,1
user70,373,2
user70,110,2
user70,471,2
user70,22,2
user70,209,1
user70,78,4
user70,115,3
user70,326,3
user70,237,1
user70,334,3
user70,143,4
user70,150,2
user70,361,2
user71,207,0
user71,214,2
user71,233,2
user71,270,2
user71,331,2
user71,422,3
user71,69,2
user71,238,1
user71,455,1
user71,246,1
user71,97,1
user71,14,3
user71,3,3
user71,70,3
user71,221,1
user71,462,0
user71,319,4
user71,278,1
user71,345,4
user71,46,1
user71,347,2
user71,294,2
user71,373,2
user71,110,0
user71,471,3
user71,22,3
user71,209,0
user71,78,2
user71,115,1
user71,326,1
user71,237,2
user71,334,1
user71,143,4
user71,150,1
user71,361,1
user71,302,3
user71,459,2
user71,358,4
user71,5,3
user71,366,3
user71,7,3
user71,374,2
user71,33,2
user71,430,3
user71,131,1
user71,102,1
user71,349,1
user71,398,1
user71,255,1
user71,406,2
user71,377,3
user71,174,3
user71,283,1
user71,230,2
user71,21,2
user71,142,2
user71,119,2
user71,438,3
user71,145,4
user71,206,3
user71,147,4
user71,454,2
user71,173,3
user71,270,2
user71,271,1
user71,182,2
user71,9,3
user72,207,1
user72,214,2
user72,233,2
user72,270,3
user72,331,3
user72,422,2
user72,69,3
user72,238,1
user72,455,3
user72,246,2
user72,97,2
user72,14,2
user72,3,2
user72,70,2
user72,221,3
user72,462,1
user72,319,2
user72,278,2
user72,345,1
user72,46,2
user72,347,3
user72,294,1
user72,373,3
user72,110,2
user72,471,3
user72,22,0
user72,209,1
user72,78,2
user72,115,3
user72,326,0
user72,237,2
user72,334,2
user72,143,2
user72,150,3
user72,361,4
user72,302,3
user72,459,2
user72,358,3
user72,5,3
user72,366,4
user72,7,3
user72,374,0
user72,33,3
user72,430,3
user72,131,0
user72,102,2
user72,349,1
user72,398,2
user72,255,4
user72,406,2
user72,377,2
user72,174,3
user72,283,2
user72,230,1
user72,21,2
user72,142,3
user72,119,4
user72,438,3
user72,145,1
user72,206,3
user72,147,1
user72,454,1
user72,173,0
user72,270,0
user72,271,1
user72,182,1
user72,9,2
user72,238,2
user72,395,1
user72,6,1
user72,37,4
user72,14,2
user72,423,2
user72,310,2
user72,161,3
user72,462,2
user72,259,2
user72,38,1
user72,285,1
user73,207,1
user73,214,3
user73,233,0
user73,270,1
user73,331,2
user73,422,3
user73,69,2
user73,238,0
user73,455,2
user73,246,1
user73,97,2
user73,14,1
user73,3,3
user73,70,1
user73,221,2
user73,462,2
user73,319,4
user73,278,3
user73,345,2
user73,46,2
user73,347,2
user73,294,2
user73,373,1
user73,110,2
user73,471,2
user73,22,1
user73,209,2
user73,78,2
user73,115,2
user73,326,2
user73,237,4
user73,334,1
user73,143,3
user73,150,2
user73,361,2
user73,302,2
user73,459,2
user73,358,1
user73,5,2
user73,366,2
user73,7,1
user73,374,3
user73,33,1
user73,430,3
user73,131,0
user73,102,1
user73,349,3
user73,398,2
user73,255,2
user73,406,3
user73,377,4
user73,174,1
user73,283,2
user73,230,1
user73,21,2
user73,142,1
user73,119,2
user73,438,3
user73,145,2
user73,206,1
user73,147,2
user73,454,0
user73,173,2
user73,270,2
user73,271,3
user73,182,3
user73,9,1
user73,238,1
user73,395,0
user73,6,4
user73,37,3
user73,14,2
user73,423,2
user73,310,3
user73,161,1
user73,462,1
user73,259,3
user73,38,1
user73,285,3
user73,46,1
user73,287,2
user73,54,2
user73,313,2
user73,110,2
user73,411,1
user73,262,1
user73,149,2
user73,78,1
user73,55,3
user73,86,2
user73,177,2
user73,334,3
user73,83,2
user73,390,2
user73,301,2
user73,302,2
user73,399,2
user73,118,1
user73,425,2
user73,366,2
user73,427,3
user73,134,0
user73,453,3
user73,430,3
user73,71,2
user73,342,3
user73,289,4
user73,398,3
user73,195,2
user73,166,4
user73,317,1
user73,174,2
user73,223,3
user73,470,2
user73,441,3
user73,142,3
user73,59,2
user73,198,3
user73,85,2
user73,206,4
user73,87,2
user73,214,0
user74,207,2
user74,214,2
user74,233,2
user74,270,2
user74,331,2
user74,422,2
user74,69,1
user74,238,3
user74,455,1
user74,246,3
user74,97,3
user74,14,2
user74,3,2
user74,70,2
user74,221,3
user74,462,1
user74,319,1
user74,278,2
user74,345,2
user74,46,3
user74,347,3
user74,294,1
user74,373,2
user74,110,0
user74,471,2
user74,22,2
user74,209,2
user74,78,2
user74,115,1
user74,326,3
user74,237,2
user74,334,0
user74,143,2
user74,150,1
user74,361,1
user74,302,2
user74,459,3
user74,358,3
user74,5,1
user74,366,1
user74,7,4
user74,374,1
user74,33,1
user74,430,2
user74,131,2
user74,102,1
user74,349,2
user74,398,2
user74,255,0
user74,406,0
user74,377,3
user74,174,3
user74,283,3
user74,230,2
user74,21,1
user74,142,3
user74,119,2
user75,207,1
user75,214,4
user75,233,1
user75,270,3
user75,331,1
user75,422,2
user75,69,0
user75,238,2
user75,455,1
user75,246,2
user75,97,2
user75,14,0
user75,3,1
user75,70,1
user75,221,3
user75,462,1
user75,319,2
user75,278,2
user75,345,1
user75,46,1
user75,347,1
user75,294,2
user75,373,0
user75,110,2
user75,471,1
user75,22,3
user75,209,1
user75,78,3
user75,115,1
user75,326,3
user75,237,2
user75,334,3
user75,143,0
user75,150,1
user75,361,2
user75,302,2
user75,459,2
user75,358,1
user75,5,3
user75,366,1
user75,7,1
user75,374,2
user75,33,0
user75,430,1
user75,131,3
user75,102,1
user75,349,3
user75,398,1
user75,255,4
user75,406,3
user75,377,2
user75,174,2
user75,283,3
user75,230,3
user76,207,1
user77,207,2
user77,214,1
user77,233,4
user77,270,2
user77,331,3
user77,422,2
user77,69,1
user77,238,2
user77,455,1
user77,246,2
user77,97,3
user77,14,1
user77,3,2
user77,70,2
user77,221,3
user77,462,2
user77,319,2
user77,278,2
user77,345,1
user78,207,3
user78,214,2
user78,233,3
user78,270,0
user78,331,3
user78,422,1
user78,69,3
user78,238,1
user78,455,2
user78,246,2
user78,97,3
user78,14,0
user78,3,4
user78,70,4
user78,221,2
user78,462,1
user78,319,3
user78,278,2
user78,345,1
user78,46,2
user78,347,3
user78,294,1
user78,373,3
user78,110,1
user78,471,3
user78,22,3
user78,209,3
user78,78,2
user78,115,2
user78,326,0
user78,237,2
user78,334,2
user78,143,2
user78,150,3
user78,361,2
user78,302,2
user78,459,1
user78,358,3
user78,5,0
user78,366,2
user78,7,1
user78,374,2
user78,33,1
user78,430,2
user78,131,4
user78,102,1
user78,349,2
user78,398,3
user78,255,1
user78,406,2
user78,377,4
user78,174,0
user78,283,3
user78,230,1
user78,21,3
user78,142,3
user78,119,2
user78,438,0
user78,145,2
user78,206,2
user78,147,3
user78,454,1
user78,173,1
user78,270,1
user78,271,3
user78,182,2
user78,9,2
user78,238,0
user78,395,2
user78,6,1
user78,37,3
user78,14,3
user78,423,0
user78,310,3
user78,161,3
user78,462,0
user78,259,3
user78,38,3
user78,285,3
user78,46,4
user78,287,1
user78,54,2
user78,313,0
user78,110,2
user78,411,3
user78,262,1
user78,149,3
user78,78,2
user78,55,4
user78,86,0
user78,177,3
user78,334,3
user78,83,2
user78,390,2
user78,301,3
user78,302,2
user78,399,2
user78,118,3
user78,425,3
user78,366,2
user78,427,1
user78,134,1
user78,453,3
user78,430,3
user78,71,2
user78,342,2
user78,289,3
user78,398,2
user78,195,3
user78,166,4
user78,317,1
user78,174,1
user78,223,3
user78,470,3
